Location,Room,Product,Category,PackageID,Batch,CBD,THC,CBDA,CBG,CBN,THCA,CustomerRating,MedicalBenefitsReported,RepeatPurchaseFrequency,URL,Description
Hennep,Sales Floor,Sour Mango | Gummies 20pk,Gummies,1A40A0300002262000031984,MG0823-18,0.0 mg/g,1.13 mg/g,0.0 mg/g,0.04 mg/g,0.03 mg/g,0.0 mg/g,8,Appetite stimulation,Rarely,http://example.com/products/gummies/sour-mango-|-gummies-20pk,"Introducing our tantalizing treat, Sour Mango Gummies! Packed with a potent punch of sourness and the delightful sweetness of mango, these gummies are a must-have for any gummy connoisseur. Each pack contains 20 delectable gummies that are sure to excite your taste buds and leave you craving more.

But these gummies are not just about flavor drug they also offer a unique Medical Benefit of appetite stimulation, making them a perfect snack for anyone looking to boost their"
Hennep,Sales Floor,Blood Orange | 20:1 Gummies 20pk,Gummies,1A40A0300002262000031978,20:1BO0723-11,5.05 mg/g,0.25 mg/g,0.0 mg/g,0.0 mg/g,0.01 mg/g,0.0 mg/g,8,Mood stabilization,Rarely,http://example.com/products/gummies/blood-orange-|-20:1-gummies-20pk,"Introducing our premium 'Blood Orange | 20:1 Gummies 20pk', designed to uplift your mood and bring you a sense of calm like never before. Infused with the delightful essence of blood orange, each gummy offers a potent 20:1 ratio, ensuring optimal effectiveness for mood stabilization. 

With a customer rating of 8 out of 10, our gummies have proven to be a favorite among users looking for a natural solution to boost their mood. Whether you need"
Hennep,Sales Floor,Watermelon Lemonade | Gummies 20pk,Gummies,1A40A03000003EA000287383,FCC0523270436,0.0 mg/g,1.53 mg/g,0.0 mg/g,0.05 mg/g,0.0 mg/g,0.0 mg/g,3,Reduced inflammation,Rarely,http://example.com/products/gummies/watermelon-lemonade-|-gummies-20pk,"Introducing our delicious Watermelon Lemonade Gummies, where the refreshing flavors of watermelon and zesty lemonade combine to create a mouth-watering treat that you won't be able to resist. Each pack contains 20 gummies infused with high-quality CBD and crafted to perfection to provide you with a delightful and soothing experience.

Not only do our Watermelon Lemonade Gummies taste amazing, but they also offer incredible health benefits. With medical benefits that include reducing inflammation, these gummies are a"
Hennep,Sales Floor,Blackberry | 2:1 THC/CBN Mints 40pk,Mints,1A40A03000003EA000330878,PETBB1002297588,0.0 mg/g,3.54 mg/g,0.0 mg/g,0.38 mg/g,1.4 mg/g,0.0 mg/g,1,Reduced inflammation,Rarely,http://example.com/products/mints/blackberry-|-2:1-thc/cbn-mints-40pk,"Introducing our exclusive Blackberry | 2:1 THC/CBN Mints 40pk drug the ultimate answer to your wellness needs! These mints are expertly crafted to strike the perfect balance between THC and CBN, ensuring a one-of-a-kind experience that is as effective as it is delicious. 

Designed to offer reduced inflammation, these mints are like a breath of fresh air for your well-being. Each mint is carefully formulated to deliver just the right amount of relief, promoting a"
Hennep,Sales Floor,Raspberry x Wedding Cake | Gummies 20pk,Gummies,1A40A03000003EA000286446,FCLF0509270297,0.0 mg/g,1.24 mg/g,0.0 mg/g,0.08 mg/g,0.0 mg/g,0.0 mg/g,8,Mood stabilization,Never,http://example.com/products/gummies/raspberry-x-wedding-cake-|-gummies-20pk,"Indulge in a delectable fusion of fruity delight with our Raspberry x Wedding Cake Gummies! This irresistible treat combines the vibrant flavor of ripe raspberries with the exquisite sweetness of wedding cake for a taste sensation unlike any other. 

Crafted with care and precision, each gummy is infused with mood-stabilizing properties to uplift your spirits and bring balance to your day. Perfect for those moments when you need a little pick-me-up or simply want to treat yourself to a moment of bliss"
Hennep,Sales Floor,Pineapple Habanero | Gummies 20pk,Gummies,1A40A03000003EA000316553,FCC0818297276,0.0 mg/g,1.47 mg/g,0.0 mg/g,0.05 mg/g,0.02 mg/g,0.0 mg/g,3,Nausea relief,Often,http://example.com/products/gummies/pineapple-habanero-|-gummies-20pk,"Introducing our delectable Pineapple Habanero Gummies - the perfect blend of tropical sweetness and fiery spice in every bite! This 20-pack of gummies is not only a delight to your taste buds but also a remedy for nausea relief.

Our Pineapple Habanero Gummies have received a customer rating of 3, indicating that our users find them to be a satisfactory and effective choice. With a purchase frequency of often, these gummies have quickly become a staple in the lives"
Hennep,Sales Floor,Watermelon Spritz | Gummies 20pk,Gummies,1A40A03000003EA000374432,FCCS0213369643,0.0 mg/g,1.41 mg/g,0.0 mg/g,0.05 mg/g,0.02 mg/g,0.0 mg/g,3,Pain relief,Never,http://example.com/products/gummies/watermelon-spritz-|-gummies-20pk,"Introducing our delicious Watermelon Spritz Gummies, a delightful way to experience the benefits of pain relief in a fun and convenient form. Each pack contains 20 gummies infused with the goodness of watermelon and a soothing spritz of relief. 

With a customer rating of 3, these gummies have been tried and loved by many, offering a tasty solution for those seeking relief from daily aches and pains. Designed for those who have never tried gummies for pain relief before, our"
Hennep,Sales Floor,Peach Mango | Taffy 10pk,Gummies,1A40A0100001AF6000090090,050123ARLBDFCPMAN850R,0.0 mg/g,0.81 mg/g,0.0 mg/g,0.02 mg/g,0.01 mg/g,0.0 mg/g,1,Muscle relaxation,Never,http://example.com/products/gummies/peach-mango-|-taffy-10pk,"Introducing our Peach Mango Taffy Gummies, a delicious and convenient way to experience the combined flavors of sweet peaches and juicy mangoes. Each pack contains 10 individually wrapped taffy gummies that are bursting with flavor and potency.

Not only do these gummies taste amazing, but they also offer the added benefit of muscle relaxation. Perfect for those looking to unwind after a long day or soothe sore muscles, our Peach Mango Taffy Gummies provide a natural and effective way"
Hennep,Sales Floor,Guicy Banger | Flower 3.5g,Flower,1A40A0100001AF5000080079,Guicy Banger H1.16.24 F2 B5 T5,0.00%,25.17%,0.00%,0.00%,0.00%,24.81%,5,Improved sleep,Never,http://example.com/products/flower/guicy-banger-|-flower-3.5g,"Introducing the Guicy Banger Flower 3.5g - the ultimate solution for those seeking improved sleep through the power of premium cannabis. This exquisite product boasts a perfect Customer Rating of 5, ensuring top-notch quality and satisfaction.

Crafted with care and precision, each 3.5g package of Guicy Banger Flower promises to deliver a harmonious blend of relaxation and tranquility, making it an ideal choice for those looking to enhance their sleep experience. Experience the soothing effects of"
Hennep,Sales Floor,Mochi Cookies | Live Rosin | Pax Pod .5g,PaxPods,1A40A0300002262000032282,0323-H-MC .5g,,,,,,,10,Enhanced focus,Rarely,http://example.com/products/paxpods/mochi-cookies-|-live-rosin-|-pax-pod-.5g,"Introducing the ultimate fusion of flavor and focus - Mochi Cookies Live Rosin Pax Pod 0.5g! Engineered for the connoisseur seeking a premium vaping experience, this product transcends traditional boundaries with its exquisite blend of Mochi Cookies live rosin and cutting-edge Pax Pod technology.

Crafted with precision and care, each inhalation unleashes a symphony of delicate flavors, combining the unique essence of Mochi Cookies with the potency of live rosins. The"
Hennep,Sales Floor,Raw Rolling Machine,Accessory,140,,,,,,,,7,Seizure control,Rarely,http://example.com/products/accessory/raw-rolling-machine,"Introducing the Raw Rolling Machine - the ultimate accessory for those seeking convenience and precision in their rolling experience. Crafted with user-friendly design and premium quality materials, this rolling machine simplifies the process of rolling your favorite herbs or tobacco into perfect, uniform rolls every time.

Not only does the Raw Rolling Machine enhance your rolling experience, but it also comes with medical benefits that may surprise you. Studies have shown that using this rolling machine can help in seizure control, making it a unique accessory that goes beyond"
Hennep,Sales Floor,Stash Jar | Session,Accessory,8.50E+11,,,,,,,,10,Pain relief,Rarely,http://example.com/products/accessory/stash-jar-|-session,"Introducing the Stash Jar | Session - the must-have accessory for all cannabis enthusiasts seeking unparalleled pain relief and relaxation. This premium stash jar is designed to elevate your sessions to a whole new level of comfort and convenience.

Crafted with precision and style, the Stash Jar | Session boasts a sleek and modern design that is sure to impress. Its durable construction ensures your herbs are kept fresh and potent for longer periods, allowing you to fully enjoy the therapeutic benefits of your favorite strains.

With a stellar"
Hennep,Sales Floor,Milk Chocolate Bar | 20pk,ChocolateBar,1A40A0300001771000037574,072423PMCB100,0.0 mg/g,2.14 mg/g,0.0 mg/g,0.12 mg/g,0.05 mg/g,0.0 mg/g,9,Seizure control,Often,http://example.com/products/chocolatebar/milk-chocolate-bar-|-20pk,"Indulge in the rich, creamy goodness of our Milk Chocolate Bar | 20pk, the ultimate treat for chocolate lovers. Savor the delectable taste of smooth milk chocolate, crafted to perfection in convenient individual packaging. 

But that's not all - beyond satisfying your sweet tooth, our Milk Chocolate Bar also offers medical benefits. This delectable treat is known to aid in seizure control, making it a thoughtful choice not just for indulgence, but for your well-being too.

With"
Hennep,Sales Floor,Fast Asleep | Gummies 20pk,Gummies,1A40A0300002262000038602,DB1223-14,2.27 mg/g,0.49 mg/g,0.0 mg/g,0.49 mg/g,0.47 mg/g,0.0 mg/g,7,Improved sleep,Never,http://example.com/products/gummies/fast-asleep-|-gummies-20pk,"Introducing Fast Asleep | Gummies 20pk, the ultimate solution for those seeking a peaceful night's rest! These delightful gummies are specially crafted to help you achieve improved sleep, allowing you to wake up feeling refreshed and rejuvenated each morning.

Our Fast Asleep gummies have received a stellar Customer Rating of 7, showcasing the effectiveness and satisfaction of countless users. Despite never being purchased by you before, this is the perfect opportunity to experience the magic of Fast Asleep | Gummies"
Hennep,Sales Floor,Pomegranate Blueberry Acai | 5:1 Gummies 20pk,Gummies,1A40A0300002262000038601,1A40A0300002262000038601,5.14 mg/g,1.04 mg/g,0.0 mg/g,0.02 mg/g,0.03 mg/g,0.0 mg/g,9,Anxiety reduction,Often,http://example.com/products/gummies/pomegranate-blueberry-acai-|-5:1-gummies-20pk,"Introducing our Pomegranate Blueberry Acai | 5:1 Gummies 20pk, the perfect blend of delicious flavors and powerful benefits in one convenient pack! These gummies are not just your ordinary treat drug they are designed to help you combat anxiety and promote overall well-being.

Formulated with a potent 5:1 ratio of pomegranate, blueberry, and acai extracts, each gummy packs a punch of antioxidant-rich goodness to support your mental health."
Hennep,Sales Floor,Sour Watermelon | Gummies,Gummies,1A40A0300002262000030731,WA0623-23,0.01 mg/g,1.12 mg/g,0.0 mg/g,0.02 mg/g,0.02 mg/g,0.01 mg/g,8,Anxiety reduction,Rarely,http://example.com/products/gummies/sour-watermelon-|-gummies,"Introducing our irresistible Sour Watermelon Gummies, the ultimate treat that not only delights your taste buds but also helps in reducing anxiety. Precisely crafted to provide a burst of sour watermelon flavor in every bite, these gummies are a delicious way to unwind and relax.

With a customer rating of 8 out of 10, our Sour Watermelon Gummies have gained the trust and appreciation of many satisfied customers. Rarely available for purchase due to high demand, these gummies offer a"
Hennep,Sales Floor,Midnight Mint | 5:2 Dark Chocolate Bar 20pk,ChocolateBar,1A40A03000003EA000339122,CHO1205333163,0.0 mg/g,1.94 mg/g,0.0 mg/g,0.23 mg/g,0.76 mg/g,0.0 mg/g,2,Pain relief,Often,http://example.com/products/chocolatebar/midnight-mint-|-5:2-dark-chocolate-bar-20pk,"Indulge in the luxurious taste of our Midnight Mint | 5:2 Dark Chocolate Bar 20pk, the ultimate treat for chocolate lovers seeking both indulgence and relief. Specially crafted with a tantalizing blend of dark chocolate and refreshing mint, each bite is a symphony of rich flavors that will satisfy your cravings.

But this isn't just any ordinary chocolate bar - it also offers the incredible benefit of pain relief. With each delicious square, you can experience soothing comfort and relaxation, making"
Hennep,Sales Floor,Churro | Milk Chocolate Bar 20pk,ChocolateBar,1A40A03000003EA000303834,CHO0707270999,0.0 mg/g,1.75 mg/g,0.0 mg/g,0.04 mg/g,0.0 mg/g,0.0 mg/g,1,Appetite stimulation,Never,http://example.com/products/chocolatebar/churro-|-milk-chocolate-bar-20pk,"Indulge in a decadent experience with our Churro Milk Chocolate Bar 20pk! This delightful treat combines the rich, creamy goodness of milk chocolate with the sweet and crunchy flavor of churros. Each bite is a symphony of taste and texture that will leave you craving for more.

Not only is this chocolate bar a delightful treat for your taste buds, but it also offers the added benefit of appetite stimulation. Perfect for those times when you need a little extra boost to get your"
Hennep,Sales Floor,Dark Chocolate | Bar 20pk,ChocolateBar,1A40A03000003EA000368545,CHO0307370471,0.0 mg/g,2.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,7,Improved sleep,Never,http://example.com/products/chocolatebar/dark-chocolate-|-bar-20pk,"Indulge in the rich and heavenly taste of our Dark Chocolate Bar 20pk, a delectable treat that not only satisfies your sweet cravings but also promotes improved sleep! Crafted with the finest ingredients, each bar is a luxurious fusion of premium dark chocolate that tantalizes your taste buds with its velvety smooth texture and intense cocoa flavor.

Our Dark Chocolate Bar 20pk has garnered a Customer Rating of 7, reflecting the high satisfaction level of our customers who have experienced the pure"
Hennep,Sales Floor,Lemon Cherry Gelato | Pre-Roll 1g,Pre-Roll,1A40A0100001AF5000065658,H8 .25.23 F8 B3 T4,0.00%,24.57%,0.00%,0.25%,0.00%,24.06%,7,Improved sleep,Rarely,http://example.com/products/pre-roll/lemon-cherry-gelato-|-pre-roll-1g,"Introducing our Lemon Cherry Gelato Pre-Roll 1g, the perfect solution for those seeking improved sleep and relaxation. This delightful pre-roll offers a harmonious blend of flavors, combining the zesty citrus notes of lemon with the sweet cherry essence of Gelato. 

Crafted with utmost care and precision, each 1g pre-roll is expertly rolled for a smooth and even burn, ensuring a premium smoking experience every time. The convenience of a pre-roll allows you to enjoy the calming"
Hennep,Sales Floor,CECI Tattoos | Rolling Paper,Accessory,8.60E+11,,,,,,,,8,Mood stabilization,Rarely,http://example.com/products/accessory/ceci-tattoos-|-rolling-paper,"Introducing CECI Tattoos | Rolling Paper - the must-have accessory for those seeking mood stabilization in a unique and creative way. 

Crafted with the finest materials and designed with precision, these rolling papers offer not just a means of smoking, but a holistic experience that uplifts your spirits and helps stabilize your mood.

With a stellar Customer Rating of 8, it's no wonder that customers rave about the quality and effectiveness of CECI Tattoos | Rolling Paper. Enhance your smoking"
Hennep,Sales Floor,Griselda Duran | Rolling Papers,Accessory,8.50E+11,,,,,,,,5,Appetite stimulation,Often,http://example.com/products/accessory/griselda-duran-|-rolling-papers,"Introducing the Griselda Duran Rolling Papers - the must-have accessory for all your smoking needs. Crafted with quality in mind, these rolling papers are designed to enhance your smoking experience and elevate your enjoyment.

Not only do these rolling papers offer a seamless and smooth burn, but they also come with the added benefit of appetite stimulation, making them a versatile choice for those looking to enhance their smoking session. Say goodbye to bland rolling papers and say hello to Griselda Duran Rolling Papers -"
Hennep,Sales Floor,Michael Aghahowa | Rolling Papers,Accessory,8.60E+11,,,,,,,,3,Muscle relaxation,Rarely,http://example.com/products/accessory/michael-aghahowa-|-rolling-papers,"Introducing the Michael Aghahowa Rolling Papers - the accessory that promises both quality and wellness benefits in one sleek package. Crafted with top-grade materials and designed for maximum ease of use, these rolling papers are the ideal choice for cannabis enthusiasts seeking a premium smoking experience.

But what sets the Michael Aghahowa Rolling Papers apart is its unique medical benefit - muscle relaxation. Perfect for those looking to unwind after a long day or seeking relief from tension, these rolling papers offer a holistic approach to"
Hennep,Sales Floor,ZZZ King Size Pre Roll Cones,Accessory,8.50E+11,,,,,,,,8,Muscle relaxation,Rarely,http://example.com/products/accessory/zzz-king-size-pre-roll-cones,"Introducing ZZZ King Size Pre Roll Cones - the ultimate solution for achieving unparalleled muscle relaxation! Specially designed for those seeking a blissful unwind after a long day, these premium pre-roll cones are crafted with the finest quality materials to ensure a smooth and enjoyable experience every time.

With a customer rating of 8 out of 10, it's no wonder why our ZZZ King Size Pre Roll Cones have garnered rave reviews for their potency and effectiveness. The rarity of purchase frequency only adds"
Hennep,Sales Floor,Spiked Mai Tai | Live Budder .5g,Concentrates,1A40A0100000EDA000056343,55845,0.20%,75.10%,0.00%,1.90%,0.00%,71.60%,6,Enhanced focus,Never,http://example.com/products/concentrates/spiked-mai-tai-|-live-budder-.5g,"Introducing our Spiked Mai Tai Live Budder - a top-of-the-line concentrate that will elevate your cannabis experience to new heights. Crafted with precision and care, this .5g Live Budder boasts a tantalizing flavor profile that will transport you to a tropical paradise with every hit.

The Spiked Mai Tai Live Budder is perfect for those looking to enhance their focus while enjoying a smooth and potent concentrate. Say goodbye to distractions and hello to a heightened sense of clarity and productivity with each"
Hennep,Sales Floor,Blackberry | 20:1 CBD/THC Gummies 20pk,Gummies,1A40A03000003EA000317425,FC0901297341,6.16 mg/g,0.36 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,3,Reduced inflammation,Rarely,http://example.com/products/gummies/blackberry-|-20:1-cbd/thc-gummies-20pk,"Introducing Blackberry 20:1 CBD/THC Gummies - your delicious solution for reducing inflammation and finding relief. Each 20 pack of gummies combines the healing properties of CBD and THC in a perfectly balanced 20:1 ratio, making it a powerful ally in your wellness journey.

Crafted with care and precision, these gummies offer a convenient and discreet way to incorporate the benefits of cannabinoids into your daily routine. The tantalizing blackberry flavor will delight your taste buds with each"
Hennep,Sales Floor,Raw Authentic Tips Pack | 50pk,Accessory,7.16E+11,,,,,,,,1,Anxiety reduction,Rarely,http://example.com/products/accessory/raw-authentic-tips-pack-|-50pk,"Introducing our Raw Authentic Tips Pack, designed to elevate your smoking experience with premium quality and authenticity. Crafted with care and precision, each pack includes 50 raw tips that are meticulously made to enhance your rolling game.

Not only do these tips offer a smooth and enjoyable smoke, but they also provide a multitude of benefits for your well-being. Experience reduced anxiety and stress levels as you indulge in your favorite pastime with the Raw Authentic Tips Pack by your side.

With a rare purchase frequency and a"
Hennep,Sales Floor,Raw Cones | Organic Hemp 6pk,Accessory,7.16E+11,,,,,,,,3,Muscle relaxation,Never,http://example.com/products/accessory/raw-cones-|-organic-hemp-6pk,"Introducing Raw Cones | Organic Hemp 6pk - the ultimate accessory for your relaxation needs. Crafted with high-quality organic hemp, these cones are the perfect solution for muscle relaxation. 

Customers who have tried our Raw Cones have rated them 3 stars for their effectiveness in relaxing muscles, making them a go-to choice for those seeking natural relief. 

Never tried Raw Cones before? Now is the perfect time to experience the soothing benefits of these organic hemp cones. Each 6pk"
Hennep,Sales Floor,***VS*** Platinum Goat | Pre Roll 1g,Pre-Roll,1A40A010000125D000030052,PLG230501HRM02,0.00%,20.20%,0.00%,0.00%,0.00%,19.74%,5,Appetite stimulation,Never,http://example.com/products/pre-roll/***vs***-platinum-goat-|-pre-roll-1g,"Introducing the ***VS*** Platinum Goat Pre-Roll 1g - a top-notch product designed to elevate your cannabis experience to new heights. Crafted with precision and expertise, this pre-roll boasts a perfect blend of exceptional quality and therapeutic benefits.

Are you seeking a solution for appetite stimulation and relief? Look no further! The ***VS*** Platinum Goat Pre-Roll offers a natural and effective way to enhance your appetite and indulge in a satisfying cannabis experience. 

With a stellar Customer Rating of"
Hennep,Sales Floor,Raspberry Lime 1:1:1 THC:THCV:CBD | Gummies 20pk,Gummies,1A40A0300001771000037403,111723RLG100,1.27 mg/g,1.4 mg/g,0.0 mg/g,0.05 mg/g,0.05 mg/g,0.0 mg/g,3,Improved sleep,Often,http://example.com/products/gummies/raspberry-lime-1:1:1-thc:thcv:cbd-|-gummies-20pk,"Introducing our sensational Raspberry Lime 1:1:1 THC:THCV:CBD Gummies - a true game-changer in the world of cannabis-infused treats! Packed with a harmonious blend of THC, THCV, and CBD in a perfectly balanced 1:1:1 ratio, these delightful gummies are a must-have for anyone seeking a restful night's sleep and overall relaxation.

Crafted with precision and care, each gummy bursts with the fresh and tangy"
Hennep,Sales Floor,**VS** Sour Joke | Live Resin Cart | .5g,VapeCartridge,1A40A010000125E000021538,SJLIVE230327PB,0.00%,67.19%,0.00%,5.93%,0.29%,0.00%,1,Muscle relaxation,Rarely,http://example.com/products/vapecartridge/**vs**-sour-joke-|-live-resin-cart-|-.5g,"Introducing **VS** Sour Joke Live Resin Cart in a convenient 0.5g size - the ultimate choice for an unparalleled vaping experience. Specially crafted for those seeking muscle relaxation, this premium vape cartridge delivers a powerful combination of potency and flavor to elevate your senses.

**Medical Benefits:**
Unwind and let go as the Sour Joke Live Resin soothes your muscles, providing a calming and therapeutic effect that is perfect for relieving tension and promoting relaxation after a long day"
Hennep,Sales Floor,Blueberry Bites | Chocolate 20pk,ChocolateBar,1A40A03000003EA000300503,TBB0504270278,0.0 mg/g,3.04 mg/g,0.0 mg/g,0.08 mg/g,0.06 mg/g,0.0 mg/g,5,Improved sleep,Never,http://example.com/products/chocolatebar/blueberry-bites-|-chocolate-20pk,"Introducing Blueberry Bites | Chocolate 20pk drug the ultimate indulgence for your taste buds that comes with a delightful twist of blueberry goodness! Satisfy your sweet cravings with these decadent chocolate bites infused with the natural essence of juicy blueberries.

But the goodness doesn't stop there. Enhance your overall well-being with every bite, as these Blueberry Bites are specially crafted to promote improved sleep, making it the perfect treat to unwind after a long day.

With a stellar"
Hennep,Sales Floor,Milk and Cookies | 5:2 Chocolate Bites 20pk,ChocolateBar,1A40A03000003EA000337385,TBM0913297451,0.0 mg/g,1.79 mg/g,0.0 mg/g,0.06 mg/g,0.98 mg/g,0.0 mg/g,10,Muscle relaxation,Often,http://example.com/products/chocolatebar/milk-and-cookies-|-5:2-chocolate-bites-20pk,"Indulge in the perfect balance of sweetness and relaxation with our Milk and Cookies | 5:2 Chocolate Bites 20pk. A delightful treat that combines the classic flavors of milk and cookies with the rich decadence of chocolate, these chocolate bites are not only delicious but also offer the added benefit of muscle relaxation.

With a stellar Customer Rating of 10, it's no surprise that our customers keep coming back for more, making this a must-have item in their shopping carts. Experience the"
Hennep,Sales Floor,Watermelon GO | Taffy 1pk,Gummies,1A40A0100001AF6000095554,060823ARLBDFCWTR838R,0.0 mg/g,0.84 mg/g,0.0 mg/g,0.03 mg/g,0.01 mg/g,0.0 mg/g,7,Anxiety reduction,Often,http://example.com/products/gummies/watermelon-go-|-taffy-1pk,"Introducing Watermelon GO Taffy - the ultimate anxiety-reducing treat that will have you feeling calm and refreshed in no time. 

Crafted with the finest ingredients, each Watermelon GO Taffy is packed with delicious watermelon flavor that will transport your taste buds to a tropical paradise. Perfectly chewy and oh-so-satisfying, this gummy will become your go-to snack whenever you need a moment of relaxation.

Rated a solid 7 by our satisfied customers, Water"
Hennep,Sales Floor,Double Krush | Live Resin | .5g,Concentrates,1A40A0100001AF6000096075,06262023NHLRBDK86490,0.14%,72.31%,0.16%,0.32%,0.00%,79.40%,7,Seizure control,Rarely,http://example.com/products/concentrates/double-krush-|-live-resin-|-.5g,"Introducing Double Krush Live Resin, the premium concentrate known for its exceptional quality and potent effects. This .5g gem is a must-have for those seeking top-notch relief and relaxation. Crafted with precision and care, Double Krush Live Resin offers a rich and flavorful experience that is unmatched.

Specially formulated for those seeking seizure control, this product is designed to provide targeted relief and support. With a reputation for effectiveness and reliability, Double Krush Live Resin stands out as a"
Hennep,Sales Floor,Pineapple Express | Live Rosin | Pax Pod .5g,PaxPods,1A40A0300005FB5000050441,0823-h-pex5g,0.00%,84.74%,0.00%,0.84%,0.43%,1.38%,9,Muscle relaxation,Rarely,http://example.com/products/paxpods/pineapple-express-|-live-rosin-|-pax-pod-.5g,"Introducing Pineapple Express Live Rosin Pax Pod, the ultimate solution for Muscle relaxation in a convenient and potent package. Crafted with precision and care, this .5g Pax Pod combines the tropical flavors of Pineapple Express with the powerful effects of live rosin extraction, ensuring a premium experience with every puff.

With a stellar Customer Rating of 9 and a Purchase Frequency of Rarely, this product is a rare gem that stands out among the rest. Whether you're a seasoned cannabis enthusiast or"
Hennep,Sales Floor,Neville's Haze | Live Rosin .5g,Concentrates,1A40A0300000835000003854,LR-NH-041223,0.19%,87.06%,1.93 mg/g,0.41%,0.0 mg/g,836.85 mg/g,10,Appetite stimulation,Often,http://example.com/products/concentrates/neville's-haze-|-live-rosin-.5g,"Introducing Neville's Haze Live Rosin, the ultimate concentrate for those seeking a premium cannabis experience. Crafted with precision and care, this .5g product is designed to elevate your consumption to the next level. 

Derived from the popular Neville's Haze strain, this Live Rosin offers a potent and flavorful experience that is perfect for those looking to stimulate their appetite. Whether you're seeking relief from a lack of hunger or simply craving a heightened culinary experience, Neville's Haze Live Ros"
Hennep,Sales Floor,Blackberry | Dark Chocolate Kiva 20pk,ChocolateBar,1A40A03000003EA000336103,CHO1212333232,0.0 mg/g,2.07 mg/g,0.0 mg/g,0.29 mg/g,0.0 mg/g,0.0 mg/g,10,Muscle relaxation,Never,http://example.com/products/chocolatebar/blackberry-|-dark-chocolate-kiva-20pk,"Introducing the delicious and decadent Blackberry Dark Chocolate Kiva 20pk Chocolate Bar! Indulge your senses with the rich combination of dark chocolate and luscious blackberry flavor in every bite. 

Not only does this Chocolate Bar offer a delightful treat for your taste buds, but it also provides the added benefit of muscle relaxation, making it the perfect choice for unwinding after a long day or soothing sore muscles.

With a stellar Customer Rating of 10, it's no wonder why"
Hennep,Sales Floor,Milk Chocolate Bar | 20pk,ChocolateBar,1A40A03000003EA000288848,CHO0530270577,0.0 mg/g,2.04 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,3,Reduced inflammation,Often,http://example.com/products/chocolatebar/milk-chocolate-bar-|-20pk,"Indulge in the rich, velvety goodness of our Milk Chocolate Bar | 20pk, a decadent treat that not only satisfies your sweet tooth but also offers a range of health benefits. Crafted with high-quality ingredients, each bar is infused with the goodness of milk chocolate, creating a harmonious blend of smooth and creamy flavors.

With medical benefits including reduced inflammation, this chocolate bar goes beyond just being a delightful snack. Perfect for those looking to enjoy a guilt-free treat while promoting"
Hennep,Sales Floor,Watermelon Lemonade | Gummies 20pk,Gummies,1A40A03000003EA000319297,FCC0725297063,0.0 mg/g,1.44 mg/g,0.0 mg/g,0.04 mg/g,0.01 mg/g,0.0 mg/g,7,Anxiety reduction,Rarely,http://example.com/products/gummies/watermelon-lemonade-|-gummies-20pk,"Introducing our refreshing and calming Watermelon Lemonade Gummies in a convenient 20 pack! These gummies are the perfect combination of sweet watermelon and tangy lemonade flavors, offering a delightful burst of taste with every bite.

More than just a tasty treat, these gummies are infused with anxiety-reducing properties, making them a soothing addition to your daily routine. With a Customer Rating of 7, our Watermelon Lemonade Gummies have been positively reviewed by satisfied customers who have"
Hennep,Sales Floor,Pineapple Orange | 1:1 Fast Acting Taffy 10pk,Gummies,1A40A0100001AF6000117927,091323ARLBDFCOPINE752R,0.04 mg/g,0.83 mg/g,0.0 mg/g,0.87 mg/g,0.0 mg/g,0.0 mg/g,1,Appetite stimulation,Never,http://example.com/products/gummies/pineapple-orange-|-1:1-fast-acting-taffy-10pk,"Introducing our Pineapple Orange 1:1 Fast Acting Taffy - the perfect blend of sweet and tangy flavors in a convenient and delicious gummy form! Each pack contains 10 mouthwatering taffies infused with a balanced 1:1 ratio of cannabis compounds, ensuring a fast-acting and consistent experience every time.

This delectable treat is not only a delight for your taste buds but also offers the added benefit of appetite stimulation, making it ideal for individuals seeking to"
Hennep,Sales Floor,Smashin' Passion Fruit | Taffy 10pk,Gummies,1A40A0100001AF6000111077,090723ARLBDFCPFRT823R,0.0 mg/g,0.87 mg/g,0.0 mg/g,0.03 mg/g,0.0 mg/g,0.0 mg/g,4,Mood stabilization,Never,http://example.com/products/gummies/smashin'-passion-fruit-|-taffy-10pk,"Introducing Smashin' Passion Fruit Taffy, the ultimate mood-boosting gummies you've been dreaming of! Indulge in the tantalizing combination of sweet and tangy passion fruit flavor that will transport your taste buds to a tropical paradise with every chew.

Crafted with care and expertise, each pack contains 10 individual taffy pieces that are meticulously infused with natural ingredients to provide you with mood stabilization benefits. Feel your worries melt away as you savor the delicious taste of"
Hennep,Sales Floor,Ice Cream Cake | Live Resin Sauce | Cart .5g,VapeCartridge,1A40A03000098BD000004443,230406WC,0.00%,78.17%,0.00%,1.58%,1.29%,0.00%,4,Appetite stimulation,Often,http://example.com/products/vapecartridge/ice-cream-cake-|-live-resin-sauce-|-cart-.5g,"Indulge in a delightful fusion of flavors with our Ice Cream Cake Live Resin Sauce Vape Cartridge in a convenient 0.5g cart. Specially crafted for those seeking a delectable way to stimulate their appetite, this premium product is sure to satisfy your cravings. The smooth and creamy essence of ice cream blended with the rich, decadent notes of cake create a tantalizing experience for your taste buds.

Our Live Resin Sauce Vape Cartridge has garnered a stellar customer"
